,Rooms_per_household,Median_house_value(GT),Predicted_Vlaues,Error in %,Sk_Prediction
58,4.5625,80300,193908.91067726008,141.48058614851814,193908.91067726002
59,2.7719298245614037,60000,184013.04921519617,206.68841535866028,184013.04921519605
60,5.994652406417113,75700,201823.92121461232,166.61019975510214,201823.92121461232
61,5.869565217391305,75000,201132.60762620455,168.17681016827274,201132.60762620455
62,6.229508196721311,86100,203121.88786026172,135.91392318265008,203121.88786026172
63,7.69811320754717,76100,211238.35932224485,177.57997282817982,211238.35932224494
64,6.225563909774436,73500,203100.0891518233,176.3266519072426,203100.0891518233
65,5.401069518716578,78400,198543.39409341334,153.24412511914966,198543.3940934133
66,4.382530120481928,84400,192914.27945895612,128.5714211599006,192914.2794589561
67,6.98639455782313,81300,207304.9367430873,154.9876220702181,207304.93674308734
68,6.975609756097561,85000,207245.33287766163,143.81803867960193,207245.33287766168
69,4.584288052373159,129200,194029.32569967612,50.17749667157594,194029.3256996761
70,6.047244094488189,82500,202114.5772672744,144.98736638457504,202114.5772672744
71,3.375451263537906,95200,187348.50326855882,96.79464629050297,187348.5032685587
72,5.552631578947368,75000,199381.02512933826,165.84136683911768,199381.02512933826
73,1.7142857142857142,67500,178167.81637538728,163.95232055612928,178167.81637538713
74,6.2781954887218046,137500,203390.9656675484,47.920702303671554,203390.96566754841
75,2.8177676537585423,177500,184266.37902805622,3.8120445228485766,184266.3790280561
76,5.724950884086444,102100,200333.37427168767,96.21290330233856,200333.37427168767
77,5.830917874396135,108300,200919.01714122767,85.5207914508104,200919.01714122767
78,5.369230769230769,112500,198367.4323476193,76.32660653121715,198367.43234761927
79,4.412903225806452,131300,193082.14109687856,47.054182099679025,193082.1410968785
80,3.1972318339100347,162500,186363.54618079012,14.68525918817853,186363.54618079003
81,3.75,112500,189418.50446575403,68.37200396955913,189418.50446575397
82,3.9080459770114944,112500,190291.96986498596,69.14841765776531,190291.9698649859
83,2.490322580645161,137500,182456.70347084344,32.69578434243159,182456.70347084332
84,5.609467455621302,118800,199695.13734306506,68.09354995207497,199695.13734306506
85,6.721739130434782,98200,205842.27781994463,109.61535419546297,205842.27781994466
86,2.3157894736842106,118800,181492.11941224543,52.771144286401885,181492.1194122453
87,2.6515151515151514,162500,183347.55900497665,12.829267079985629,183347.55900497653
88,2.6923076923076925,137500,183573.00525550952,33.5076401858251,183573.0052555094
89,2.929411764705882,500001,184883.39737793437,63.02339447762417,184883.39737793428
90,2.74585635359116,162500,183868.95016781118,13.150123180191498,183868.95016781107
91,2.4431818181818183,137500,182196.17279689817,32.50630748865322,182196.17279689806
92,2.823529411764706,162500,184298.2222698286,13.414290627586833,184298.2222698285
93,3.493377483443709,187500,188000.24065977658,0.2667950185475095,188000.2406597765
94,3.6723768736616704,179200,188989.5083197034,5.462895267691628,188989.5083197033
95,2.294016358157555,130000,181371.7869406088,39.51675918508371,181371.7869406087
96,3.8949152542372882,183800,190219.40090608524,3.4926011458570403,190219.40090608515
97,3.681318681318681,125000,189038.92659495893,51.23114127596714,189038.92659495887
98,2.9456,170000,184972.8641500181,8.807567147069477,184972.864150018
99,3.7071428571428573,193100,189181.6478743779,2.029182871891299,189181.6478743778
100,3.7248,257800,189279.23279002486,26.57904081069633,189279.23279002478
101,3.8784235136940546,273400,190128.25676556354,30.457843172800462,190128.25676556345
102,3.745614035087719,237500,189394.26475611026,20.25504641847989,189394.2647561102
103,3.5154975530179446,350000,188122.49062631823,46.25071696390908,188122.49062631815
104,3.281721632196758,335700,186830.49204544933,44.345995816071095,186830.49204544924
105,6.184426229508197,313400,202872.73543490702,35.2671552536991,202872.73543490702
106,4.442982456140351,268500,193248.37858946767,28.026674640794162,193248.37858946764
107,4.165876777251185,259400,191716.9114365723,26.092169839409294,191716.91143657223
108,4.848189415041783,275700,195487.81716817102,29.09400900682952,195487.81716817096
109,4.160847880299252,225000,191689.11846412922,14.804836238164789,191689.11846412916
110,5.628458498023716,262500,199800.0942597011,23.885678377256728,199800.0942597011
111,3.7270058708414875,218500,189291.42387449057,13.367769393825824,189291.42387449052
112,3.2530813475760065,255000,186672.207107652,26.795212898959996,186672.20710765192
113,4.578034682080925,224100,193994.7654869954,13.433839586347435,193994.76548699534
114,3.822274881516588,243100,189817.9427142438,21.917752894181895,189817.94271424375
115,4.3951890034364265,231600,192984.24072252488,16.673471190619658,192984.24072252482
116,3.0234798314268514,218500,185403.27901622138,15.147240724841474,185403.2790162213
117,4.040501446480231,234100,191024.00538849412,18.40068116681157,191024.00538849406
118,6.742627345844504,327600,205957.71975498844,37.13134317613295,205957.71975498847
119,6.546391752577319,347600,204873.19356800316,41.06064626927412,204873.1935680032
120,6.851063829787234,366100,206557.0106608965,43.579073842967354,206557.01066089654
121,7.1063829787234045,335000,207968.07120526503,37.919978744697005,207968.07120526506
122,6.947890818858561,373600,207092.13990787166,44.56848503536626,207092.13990787172
123,6.358558558558559,389500,203835.10453274305,47.66749562702361,203835.10453274305
124,7.11716621253406,391100,208027.66640536778,46.80959693035853,208027.66640536784
125,5.5303347280334725,337300,199257.7981535342,40.92564537398927,199257.7981535342
126,6.127348643006263,295200,202557.2873746411,31.38303273216765,202557.2873746411
127,5.735343383584589,292300,200390.8100185179,31.443445084325045,200390.8100185179
128,7.631498470948012,411500,210870.2027351646,48.75572230008151,210870.20273516467
129,6.446064139941691,311500,204318.71758650828,34.40811634462013,204318.7175865083
130,6.125,325900,202544.30723784858,37.85078022772366,202544.30723784858
131,8.335051546391753,392600,214758.49701220676,45.298396074323286,214758.49701220685
132,6.467268623024831,319300,204435.9074234908,35.97372144582186,204435.90742349083
133,6.6122715404699735,333300,205237.2883480227,38.4226557611693,205237.28834802273
134,6.978947368421053,335200,207263.7787054881,38.167130457789945,207263.77870548813
135,7.530805687203792,351200,210313.70857937523,40.11568662318473,210313.7085793753
136,6.657992565055762,368900,205489.97262223373,44.29656475407055,205489.97262223373
137,6.977186311787072,365900,207254.04595515208,43.357735459100276,207254.0459551521
138,6.982954545454546,366700,207285.92498566263,43.4726138571959,207285.92498566268
139,7.54,362800,210364.52236311755,42.01639405647256,210364.5223631176
140,5.615384615384615,483300,199727.83943654894,58.67414867855392,199727.83943654894
141,6.785714285714286,331400,206195.84635489743,37.780372252595825,206195.84635489748
142,6.957746478873239,323500,207146.60872873123,35.967045215229916,207146.60872873128
143,5.132246376811594,216700,197057.7016550051,9.064281654358512,197057.70165500508
144,4.628336755646817,233100,194272.76763295467,16.656899342361793,194272.76763295464
145,6.200892857142857,296400,202963.74078507716,31.523704188570463,202963.74078507716
146,6.39935064935065,273700,204060.5482962792,25.443716369645898,204060.54829627922
147,4.745652173913044,227700,194921.12933497078,14.395639290746251,194921.12933497076
148,5.183673469387755,199600,197341.92139155118,1.1313019080404914,197341.92139155115
149,5.283495145631068,239800,197893.60123776153,17.475562452976845,197893.6012377615
150,5.952941176470588,270100,201593.3976871767,25.363421811485853,201593.3976871767
151,5.65067178502879,302100,199922.859406711,33.82229082862926,199922.85940671098
152,4.429193899782135,269500,193172.1740120909,28.322013353584087,193172.17401209084
153,6.727699530516432,314700,205875.2188876981,34.58048335313057,205875.21888769814
154,7.7026315789473685,390100,211263.33079670806,45.843801385104314,211263.33079670812
155,8.972868217054264,410300,218283.48893804682,46.799052172057806,218283.4889380469
156,7.599388379204893,352400,210692.74137465344,40.21204841808926,210692.7413746535
157,5.8203125,287300,200860.40490853382,30.08687611954966,200860.40490853382
158,7.994318181818182,348700,212875.3816685163,38.95171159491933,212875.38166851638
159,4.333333333333333,243800,192642.38584837376,20.983434844801575,192642.3858483737
160,5.074285714285714,211500,196737.3731392768,6.97996541878165,196737.3731392768
161,4.276639344262295,218400,192329.0577983065,11.937244597845014,192329.05779830643
162,4.851351351351352,269900,195505.2920954878,27.563804336610676,195505.29209548773
163,4.326639892904953,218800,192605.39352040336,11.971940804203216,192605.3935204033
164,4.059113300492611,225000,191126.8666621739,15.054725927922707,191126.86666217385
165,3.2742382271468142,250000,186789.13385650227,25.284346457399092,186789.1338565022
166,3.5617433414043584,171400,188378.07508838142,9.905528056231866,188378.07508838136
167,3.1927554980595083,193800,186338.8070222572,3.849944776957062,186338.80702225713
168,3.804195804195804,125000,189718.02591289053,51.77442073031242,189718.02591289044
169,3.882608695652174,97500,190151.38681733093,95.0270634023907,190151.38681733087
170,3.2091836734693877,125000,186429.5998602932,49.143679888234566,186429.5998602931
171,3.6887052341597797,138800,189079.74951527806,36.22460339717439,189079.74951527797
172,3.0902394106813995,116700,185772.23609851327,59.18786298073117,185772.23609851318
173,3.639751552795031,151800,188809.19946619947,24.380236802502946,188809.19946619938
174,4.368421052631579,127000,192836.3035255238,51.8396090752156,192836.30352552375
175,4.585014409221902,128600,194033.3400225135,50.88129084176788,194033.34002251347
176,4.7343283582089555,140600,194858.54652589315,38.59071587901362,194858.5465258931
177,3.693140794223827,182700,189104.26332015573,3.5053439081312163,189104.26332015565
178,4.638132295719845,146900,194326.90419171035,32.28516282621535,194326.9041917103
179,4.496259351620948,122800,193542.82154626254,57.60816086829197,193542.8215462625
180,4.192023633677991,169300,191861.41605996958,13.32629418781428,191861.41605996952
181,4.209677419354839,126600,191958.9824216433,51.626368421519196,191958.98242164325
182,4.0561224489795915,127900,191110.33726129791,49.42168667810626,191110.33726129786
183,4.20722891566265,123500,191945.45038941153,55.42141731936157,191945.45038941148
184,4.4714285714285715,111900,193405.59042058577,72.83788241339211,193405.5904205857
185,4.844029244516653,112800,195464.82534593475,73.28441963292087,195464.82534593472
186,4.327669902912621,107900,192611.086029125,78.50888417898517,192611.08602912497
187,3.7984790874524714,137500,189686.43159858446,37.95376843533415,189686.4315985844
188,3.776349614395887,105500,189564.12966225136,79.68163949028565,189564.12966225127
189,4.528052805280528,95500,193718.53295770648,102.84663136932618,193718.53295770645
190,4.011904761904762,116100,190865.9614130527,64.3978995805794,190865.96141305263
191,4.554621848739496,112200,193865.37086266885,72.78553552822535,193865.37086266882
192,3.1818181818181817,75000,186278.36026190367,148.37114701587154,186278.36026190358
193,3.747967479674797,112500,189407.27142957767,68.36201904851347,189407.27142957758
194,3.973568281938326,125000,190654.08896041446,52.52327116833156,190654.08896041437
195,3.510355029585799,115000,188094.06967965668,63.56006059100581,188094.0696796566
196,2.8333333333333335,95000,184352.40515020877,94.05516331600923,184352.40515020868
197,4.38996138996139,96400,192955.34951265453,100.16115094673708,192955.34951265447
198,4.202185792349726,72000,191917.57879279647,166.55219276777288,191917.5787927964
199,3.746031746031746,71300,189396.57329988587,165.63334263658606,189396.5732998858
200,4.046948356807512,80800,191059.63522994475,136.45994459151578,191059.6352299447
201,4.0251572327044025,128800,190939.20323114068,48.244723005544,190939.20323114062
202,3.2420091324200913,112500,186611.01480769968,65.87645760684417,186611.0148076996
203,3.8666666666666667,119400,190063.28074227797,59.18197717108708,190063.28074227792
204,3.1158455392809588,118100,185913.75230641,57.42062007316681,185913.75230640988
205,4.944606413994169,122500,196020.68054169786,60.016882074855396,196020.68054169783
206,5.365296803652968,106300,198345.69068181448,86.59048982296753,198345.69068181448
207,4.479923518164436,132500,193452.53905023393,46.00191626432749,193452.5390502339
208,4.357142857142857,122700,192773.9728435827,57.110002317508325,192773.97284358265
209,5.054347826086956,113300,196627.18333372357,73.54561635809671,196627.18333372354
210,5.466911764705882,109500,198907.28139233013,81.6504852897992,198907.2813923301
211,4.998540145985402,164700,196318.7536064894,19.197786039155673,196318.75360648936
212,3.9076923076923076,125000,190290.01525709959,52.232012205679666,190290.01525709953
213,4.489563567362429,124700,193505.81626475442,55.17707799900114,193505.81626475436
214,4.306603773584905,136700,192494.66082545047,40.81540660237781,192494.6608254504
215,4.626707132018209,141700,194263.76126733705,37.09510322324421,194263.76126733702
216,4.823529411764706,150000,195351.5298673819,30.23435324492127,195351.52986738188
217,5.284246575342466,138800,197897.75412963054,42.57763265823526,197897.7541296305
218,4.5813953488372094,139200,194013.33872869043,39.37739851199025,194013.3387286904
219,4.520725388601036,143800,193678.03686247955,34.68570018253098,193678.03686247952
220,4.316810344827586,156500,192551.0690111813,23.035826844205303,192551.06901118127
221,4.524663677130045,151000,193699.80241973908,28.278014847509326,193699.80241973905
222,6.6923076923076925,273000,205679.62045061612,24.659479688419005,205679.62045061612
223,5.772388059701493,217100,200595.54311850382,7.6022371632870485,200595.54311850382
224,4.984419263456091,187100,196240.71237741673,4.885468935016958,196240.71237741667
225,6.088235294117647,239600,202341.12143642298,15.55045015174333,202341.12143642298
226,5.242063492063492,229700,197664.62283218268,13.946616093956168,197664.62283218268
227,7.117647058823529,257300,208030.32387634012,19.148727603443405,208030.32387634015
228,5.837349397590361,246900,200954.56194332096,18.608925903879722,200954.56194332096
229,5.260869565217392,179900,197768.55748781876,9.932494434585193,197768.55748781873
230,4.51063829787234,169600,193622.2890041852,14.164085497750712,193622.28900418515
231,5.1152882205513786,203300,196963.97979628932,3.1165864258291585,196963.9797962893
232,6.5451263537906135,263400,204866.20014699164,22.222399336753362,204866.20014699167
233,5.986784140969163,231800,201780.43603548463,12.950631563639073,201780.43603548463
234,4.699551569506727,140500,194666.3472545027,38.55256032348947,194666.34725450267
235,4.62051282051282,126000,194229.52745212498,54.1504186127976,194229.52745212495
236,4.2,122000,191905.49867520353,57.29958907803569,191905.49867520347
237,3.30142566191446,134700,186939.38939613986,38.78202627775787,186939.38939613977
238,4.462025316455696,139400,193353.62188576907,38.704176388643525,193353.621885769
239,4.210416666666666,115400,191963.06798560746,66.3458128124848,191963.0679856074
240,3.9349736379613356,137300,190440.7897246666,38.70414400922549,190440.7897246665
241,5.4907063197026025,137000,199038.78566009295,45.28378515335252,199038.78566009292
242,4.310204081632653,142600,192514.55848159932,35.003196691163616,192514.55848159926
243,3.6653061224489796,137500,188950.43072565357,37.41849507320259,188950.43072565348
244,4.865573770491803,111700,195583.89448225815,75.0974883457996,195583.89448225813
245,4.181818181818182,126800,191805.01406068032,51.26578395952707,191805.01406068026
246,3.6556016597510372,111300,188896.79752001888,69.71859615455425,188896.79752001882
247,3.6592592592592594,114800,188917.01180623542,64.56185697407267,188917.01180623533
248,4.036363636363636,102300,191001.13714449463,86.70687892912476,191001.13714449457
249,3.38989898989899,131900,187428.35085033596,42.09882551200604,187428.3508503359
250,4.1653944020356235,119100,191714.24551575477,60.96913981171684,191714.2455157547
251,4.733333333333333,80600,194853.0473678844,141.75316050606003,194853.04736788437
252,4.313868613138686,80600,192534.81107856787,138.8769368220445,192534.8110785678
253,5.0,88800,196326.82171422485,121.08876319169464,196326.82171422482
254,4.703933747412008,102400,194690.56603466984,90.12750589323227,194690.5660346698
255,3.4858757062146895,98700,187958.78093415624,90.43442850471757,187958.78093415615
256,3.6714801444043323,100000,188984.55240754684,88.98455240754684,188984.55240754675
257,3.543726235741445,92300,188278.50078292654,103.98537462938953,188278.50078292645
258,5.007448789571694,94800,196367.98859540754,107.1392284761683,196367.9885954075
259,4.536656891495602,102000,193766.08476347203,89.96674976810984,193766.084763472
260,5.4373522458628845,158400,198743.91616522646,25.46964404370357,198743.91616522643
261,4.659574468085107,121600,194445.40765506684,59.90576287423259,194445.4076550668
262,4.939153439153439,129100,195990.5438375797,51.81296966505011,195990.54383757967
263,5.020661157024794,121400,196441.00877618304,61.813022056163945,196441.008776183
264,4.399491094147582,102800,193008.01688849638,87.75098919114434,193008.01688849632
265,6.107142857142857,160000,202445.61699144184,26.52851061965115,202445.61699144187
266,5.105882352941176,143900,196911.9968223306,36.83946964720681,196911.99682233058
267,5.585131894484412,151200,199560.6431216625,31.984552329141856,199560.6431216625
268,6.645333333333333,164400,205420.00943114536,24.951343936219807,205420.0094311454
269,5.956639566395664,156500,201613.8374079055,28.82673316799073,201613.8374079055
270,3.021276595744681,225000,185391.10249536892,17.603954446502705,185391.10249536883
271,5.660287081339713,174200,199975.99982059412,14.796785201259544,199975.99982059412
272,5.631578947368421,166900,199817.3399029259,19.72279203290946,199817.3399029259
273,5.400611620795107,163500,198540.8634501262,21.431720764603178,198540.86345012617
274,5.820754716981132,253000,200862.84888869248,20.60756960921246,200862.84888869248
275,6.593457943925234,240700,205133.31211321006,14.776355582380528,205133.3121132101
276,6.410334346504559,208100,204121.25138787946,1.9119407074101604,204121.25138787949
277,4.80078125,198100,195225.8086527498,1.4508790243564822,195225.80865274978
278,4.746268656716418,172800,194924.53642199794,12.803551170137695,194924.53642199788
279,6.176691729323308,336700,202829.98953007857,39.75943286899953,202829.9895300786
280,6.948717948717949,318200,207096.71116825115,34.91618127961937,207096.71116825117
281,7.064024390243903,285800,207733.96995133397,27.314916042220442,207733.969951334
282,7.589506172839506,293000,210638.1258413039,28.109854661671026,210638.12584130396
283,6.528723945094052,371000,204775.54971265973,44.80443403971436,204775.54971265973
284,5.707865168539326,157300,200238.9474369544,27.297487245361978,200238.9474369544
285,4.731152204836415,135300,194840.9930257913,44.00664673007488,194840.99302579125
286,4.877149877149877,136700,195647.87161609504,43.12207140899418,195647.871616095
287,5.78169014084507,160700,200646.9525005925,24.858091164027698,200646.9525005925
288,4.933701657458563,140600,195960.4137275656,39.37440521163983,195960.41372756558
289,5.396694214876033,144000,198519.2133038222,37.86056479432098,198519.21330382218
290,5.761467889908257,161900,200535.19112063275,23.86361403374475,200535.19112063275
291,5.427777777777778,156300,198691.00139481263,27.121561992842373,198691.00139481263
292,6.052083333333333,176000,202141.32206502112,14.853023900580178,202141.32206502112
293,5.0094936708860756,145800,196379.2899464917,34.69087101954164,196379.28994649168
294,5.0062111801242235,141900,196361.14875645327,38.37994979313127,196361.14875645324
295,5.3628318584070795,90700,198332.0677828075,118.66821144741732,198332.0677828075
296,4.490140845070423,90600,193509.00667879224,113.58610008696715,193509.00667879218
297,5.544502617801047,107900,199336.09917533884,84.74151916157446,199336.0991753388
298,4.921875,107000,195895.05188619543,83.07948774410788,195895.05188619538
299,4.983050847457627,98200,196233.1496159405,99.83009125859522,196233.14961594046
300,4.82520325203252,89500,195360.78060305657,118.28020179112467,195360.78060305654
301,4.569696969696969,93800,193948.6858371755,106.76832178803357,193948.68583717546
302,5.117516629711751,96700,196976.29544224072,103.69834068484045,196976.2954422407
303,5.789808917197452,97500,200691.82216676182,105.83776632488392,200691.82216676182
304,4.402985074626866,97300,193027.32690898507,98.38368644294458,193027.326908985
305,5.498637602179836,91200,199082.6191125249,118.2923455181194,199082.6191125249
306,5.08550185873606,91400,196799.36088661096,115.31658740329426,196799.36088661093
307,4.953068592057762,96200,196067.44807023893,103.81231608132944,196067.4480702389
308,4.810502283105023,120100,195279.53343728773,62.59744665885739,195279.53343728767
309,4.775956284153006,100000,195088.60966094703,95.08860966094701,195088.609660947
310,5.782857142857143,94700,200653.4021166957,111.88321237243474,200653.4021166957
311,4.0,85700,190800.1679154482,122.63730211837596,190800.16791544814
312,4.484581497797357,89300,193478.28209106682,116.66101018036599,193478.2820910668
313,5.306590257879656,101400,198021.23992760337,95.28721886351417,198021.23992760334
314,5.7924528301886795,72500,200706.4341585384,176.83646090832886,200706.4341585384
315,4.198312236286919,74100,191896.17098946718,158.96919161871415,191896.17098946712
316,4.556390977443609,70000,193875.14822454198,176.96449746363137,193875.14822454192
317,4.017991004497751,84600,190899.5979687995,125.64964298912471,190899.59796879944
318,4.253561253561253,81800,192201.51318066506,134.96517503748782,192201.513180665
319,4.244230769230769,81400,192149.94682399556,136.0564457297243,192149.9468239955
320,5.283950617283951,81800,197896.11847190215,141.9267951979244,197896.11847190215
321,4.267326732673268,85800,192277.59021809147,124.09975549894111,192277.5902180914
322,5.327044025157233,87100,198134.28081822727,127.47908245491075,198134.28081822724
323,4.3983739837398375,83500,193001.84300601776,131.13993174373383,193001.8430060177
324,4.368852459016393,79700,192838.68775925925,141.95569354988612,192838.6877592592
325,4.561290322580645,83400,193902.2252089551,132.4966729124162,193902.22520895506
326,5.32404181184669,84700,198117.6886246298,133.9051813750057,198117.6886246298
327,4.590909090909091,80000,194065.91788745258,142.58239735931573,194065.91788745252
328,4.8807017543859645,76400,195667.50161191466,156.1092953035532,195667.5016119146
329,4.029411764705882,79700,190962.71655658868,139.60190283135344,190962.71655658862
330,5.223076923076923,82400,197559.69063856732,139.75690611476617,197559.69063856732
331,3.896135265700483,97700,190226.14348707284,94.70434338492613,190226.14348707278
332,3.3795620437956204,97200,187371.22212788605,92.76874704515026,187371.22212788597
333,4.569832402234637,101600,193949.43432592426,90.89511252551601,193949.43432592423
334,4.319648093841642,86500,192566.75226754983,122.62052285265877,192566.75226754977
335,4.623853211009174,90500,194247.98863395106,114.63866147397907,194247.98863395103
336,4.56,107600,193895.0940427631,80.19990152673152,193895.09404276308
337,4.320224719101123,84200,192569.9390757306,128.70539082628335,192569.93907573057
338,5.940677966101695,88900,201525.62316900626,126.68799006637374,201525.62316900626
339,4.125,80700,191490.99964029528,137.2874840648021,191490.99964029522
340,4.825641025641025,87100,195363.200026233,124.29758900830426,195363.20002623298
341,3.83011583011583,85100,189861.27692260582,123.10373316404915,189861.27692260576
342,3.8076923076923075,82000,189737.34987722192,131.3870120453926,189737.34987722186
343,7.506666666666667,82800,210180.300569825,153.84094271717993,210180.30056982505
344,4.863849765258216,84600,195574.36650218483,131.1753741160577,195574.3665021848
345,6.307228915662651,82100,203551.4233668425,147.93108814475335,203551.42336684253
346,4.475524475524476,89300,193428.2270645168,116.60495751905577,193428.22706451677
347,5.186274509803922,98300,197356.29644144795,100.7693758305676,197356.29644144792
348,5.465217391304348,92300,198897.917177134,115.49070116699241,198897.91717713396
349,4.7952755905511815,88800,195195.38077904223,119.81461799441692,195195.3807790422
350,5.017191977077364,90000,196421.83581964794,118.24648424405326,196421.8358196479
351,4.75,95500,194945.15826453068,104.13105577437767,194945.15826453065
352,5.097510373443983,91700,196865.72779003918,114.68454502730555,196865.72779003915
353,5.394594594594595,100400,198507.6094294178,97.71674245957948,198507.6094294178
354,4.926900584795321,94800,195922.82655349554,106.66964826318095,195922.8265534955
355,6.049668874172186,164300,202127.97818512615,23.023723788877753,202127.97818512618
356,5.358381502890174,155500,198307.4722085841,27.52892103445923,198307.47220858408
357,6.7518518518518515,196900,206008.70040615578,4.626054040708878,206008.7004061558
358,6.27887323943662,279100,203394.71136111103,27.124789910028298,203394.71136111105
359,7.170616113744076,252800,208323.06550493435,17.593724088237995,208323.0655049344
360,6.127579737335835,275400,202558.56455299552,26.449322965506344,202558.56455299552
361,8.26027397260274,250000,214345.22724996242,14.26190910001503,214345.2272499625
362,7.284403669724771,329800,208951.92993344855,36.64283507172573,208951.9299334486
363,6.330275229357798,195500,203678.7923639736,4.183525505868848,203678.79236397363
364,6.603960396039604,255900,205191.35553008443,19.81580479480874,205191.35553008446
365,8.28,311100,214454.24617421225,31.065816080291786,214454.24617421234
366,8.258064516129032,330000,214333.01634894876,35.05060110637916,214333.01634894885
367,6.790123456790123,248900,206220.21431697317,17.14736266895413,206220.2143169732
368,6.194805194805195,142900,202930.09638289304,42.008464928546566,202930.09638289307
369,5.666666666666667,126300,200011.25758007594,58.3620408393317,200011.25758007594
370,5.854984894259819,135800,201052.02722798253,48.05009368776328,201052.02722798253
371,4.481675392670157,130600,193462.22105412596,48.13340050086214,193462.2210541259
372,4.637305699481865,107900,194322.33588047166,80.094843262717,194322.33588047163
373,4.57037037037037,111100,193952.40748956526,74.57462420302903,193952.4074895652
374,5.084558823529412,122000,196794.14905750376,61.30667955533096,196794.14905750373
375,4.698581560283688,118000,194660.98634934536,64.96693758419099,194660.98634934533
